lat,lon,tripID,elapsedTime_sec
35.15752997960001,136.92548312399998,278,0.0
35.15750874767442,136.92549387984496,278,2.315
35.15750874767442,136.92549387984496,278,4.047
35.15750874767442,136.92549387984496,278,6.054
35.157529804545455,136.92547428977272,278,8.076
35.15752835294118,136.92548160294118,278,10.154
35.15752835294118,136.92548160294118,278,12.055
35.15752684210526,136.92548843421054,278,14.053
35.157549402597404,136.9254624935065,278,16.15
35.15756825423729,136.92544632203388,278,18.235
35.15756825423729,136.92544632203388,278,20.021
35.157554853614464,136.9254366626506,278,22.2
35.157546101546394,136.9254317216495,278,24.212
35.15755065615942,136.92543107971014,278,26.066
35.157554829050284,136.92544027932962,278,28.054
35.15754495758294,136.92545691469195,278,30.048
35.15753635813953,136.9254572860465,278,32.063
35.15752986545065,136.925456555794,278,34.11
35.15752648007969,136.9254625876494,278,36.065
35.15752696321586,136.92546783920704,278,38.117
35.1575095474026,136.92547047835498,278,40.066
35.15749991588983,136.9254729427966,278,42.136
35.157477994400004,136.925464506,278,44.042
35.15749308089431,136.92545251626015,278,46.076
35.15749932480315,136.92546196653544,278,48.094
35.15751217868526,136.92548055179282,278,50.11
35.15751445922747,136.9254759077253,278,52.036
35.15752715830116,136.92547213706564,278,54.07
35.157556412345684,136.92547105555553,278,56.19
35.157604926027396,136.92543792922373,278,58.035
35.15765863920455,136.9254346221591,278,60.145
35.15768157804054,136.9254153918919,278,61.977
35.157721064,136.925383688,278,64.081
35.157761046296294,136.92532080555554,278,66.034
35.157761046296294,136.92532080555554,278,68.017
35.15779912195122,136.92528353658537,278,70.062
35.15783514285714,136.9252057142857,278,72.041
35.15782589189189,136.9252411081081,278,74.083
35.15785212903226,136.92521648387097,278,75.975
35.157849999999996,136.92515194736842,278,78.208
35.1578527368421,136.92514384210526,278,80.079
35.15783858441558,136.925133987013,278,82.068
35.15785814285714,136.92510697802197,278,84.033
35.157845939999994,136.92511792,278,86.039
35.1578476875,136.92511449999998,278,88.114
35.157851275,136.92507715,278,90.094
35.157851275,136.92507715,278,92.083
35.15785819480519,136.92507915584414,278,94.064
35.157793725301204,136.9250827048193,278,96.055
35.15777018511905,136.92508278571427,278,98.208
35.15769984941176,136.92513816470588,278,100.051
35.1576748744186,136.92513740697675,278,102.018
35.157596857065215,136.92518926086956,278,104.079
35.15759066176471,136.9251989705882,278,106.174
35.15759066176471,136.9251989705882,278,108.072
35.157523232954546,136.9252375340909,278,110.111
35.15753381486486,136.9252513716216,278,112.169
35.1575195825,136.92525065,278,114.071
35.15750807333333,136.9252406888889,278,116.07
35.15750880857143,136.9252486,278,118.078
35.15768638833333,136.92510276666664,278,120.052
35.15764721,136.9250167,278,122.073
35.15764721,136.9250167,278,124.067
35.157661186764706,136.92492292647057,278,126.007
35.157661186764706,136.92492292647057,278,128.145
35.15761348586957,136.92477903260868,278,130.1
35.15761348586957,136.92477903260868,278,132.011
35.15757090423729,136.92471155084746,278,134.064
35.15745939134616,136.92458874038462,278,136.098
35.15739778442623,136.92449002459017,278,138.247
35.15739778442623,136.92449002459017,278,139.977
35.15738706928571,136.92445969285714,278,142.252
35.15738706928571,136.92445969285714,278,144.231
35.1573507813253,136.92443475301206,278,146.026
35.15734334805825,136.92442030582524,278,148.011
35.157316896846844,136.92440068918918,278,150.102
35.157308694660195,136.92440241262136,278,152.038
35.15729179368421,136.92434297894735,278,154.063
35.15728305495495,136.92434575675676,278,156.009
35.15726418,136.92435596363637,278,158.194
35.15726418,136.92435596363637,278,160.057
35.157251866509434,136.92437026415095,278,162.135
35.15722306794872,136.92439384615386,278,164.096
35.15720790983607,136.92441473770492,278,166.215
35.15719017678571,136.92442322142855,278,168.087
35.15717345899281,136.92443715107913,278,170.079
35.15715953794326,136.92445323404255,278,172.054
35.15711038149351,136.9244572207792,278,174.217
35.15711038149351,136.9244572207792,278,176.094
35.157075482517484,136.9244829125874,278,178.005
35.157015140944885,136.92450698818897,278,180.059
35.15696964681818,136.92450023181817,278,182.216
35.15695001521739,136.92450404891304,278,184.163
35.15687362019231,136.92449901923075,278,186.086
35.15680548076923,136.92450115384617,278,188.153
35.15677903257576,136.92452174242425,278,190.077
35.15677903257576,136.92452174242425,278,192.05
35.156732204430384,136.92444539873418,278,194.071
35.156738130769234,136.92437637912087,278,196.065
35.156699042156866,136.92441309803922,278,198.061
35.1566741129771,136.92442014503817,278,200.049
35.156636996641794,136.92442246268655,278,202.057
35.156635052684564,136.9244269261745,278,204.021
35.156613621649484,136.92446168814433,278,206.078
35.156613621649484,136.92446168814433,278,207.998
35.15659140681819,136.92449045909092,278,210.028
35.15656440909091,136.92452034848483,278,212.153
35.15655451803279,136.9245216885246,278,214.062
35.15654850844156,136.92453614285714,278,216.008
35.156551995731704,136.92456613719511,278,218.056
35.15654636150235,136.92459461267606,278,220.087
35.156548215656564,136.9246168888889,278,222.016
35.156549697844824,136.92463378448275,278,224.077
35.15654846201923,136.92466151682692,278,226.217
35.156550096396394,136.9246720563063,278,228.158
35.15655368108108,136.92467796846847,278,230.047
35.156555755084746,136.92469136864406,278,232.199
35.15655312551021,136.92470651530613,278,234.022
35.156561180882356,136.92476112500003,278,236.065
35.15656556652174,136.92478778260872,278,238.032
35.1565708795,136.924848,278,240.234
35.15658466066667,136.92490745333333,278,242.014
35.156609161764706,136.9250065882353,278,244.15
35.15662507247191,136.92509215168542,278,246.02
35.15664242268041,136.9251382525773,278,248.236
35.15664242268041,136.9251382525773,278,249.981
35.15666159561404,136.92519106578948,278,252.165
35.156660569298246,136.92522611842105,278,254.047
35.156655715811965,136.92528907692306,278,256.221
35.156655715811965,136.92528907692306,278,257.981
35.15665533974359,136.92528511111112,278,260.139
35.156657362135924,136.92530982038835,278,262.16
35.15667203865979,136.9253663969072,278,264.201
35.15667203865979,136.9253663969072,278,266.048
35.15665756030928,136.9254097216495,278,268.176
35.15668305144231,136.92542475,278,270.147
35.156721923469384,136.9254598622449,278,272.263
35.156721923469384,136.9254598622449,278,274.014
35.15671730321101,136.9254639495413,278,275.972
35.15672893109243,136.92548457142857,278,278.075
35.15672124504132,136.9255073719008,278,280.225
35.15672124504132,136.9255073719008,278,282.037
35.15673867317073,136.92555678048782,278,284.068
35.156741083955225,136.92556983582088,278,286.083
35.15672749026845,136.92556594630872,278,288.231
35.15672749026845,136.92556594630872,278,290.162
35.1567312913669,136.92564581294963,278,292.079
35.156725969202895,136.92573956884058,278,294.114
35.15672565620438,136.92578731751826,278,296.231
35.15672565620438,136.92578731751826,278,298.123
35.156717961065574,136.925842147541,278,300.08
35.156704837499994,136.92594937500002,278,302.115
35.15671295744681,136.92608982978723,278,304.258
35.15671295744681,136.92608982978723,278,306.039
35.15673491460177,136.9260936460177,278,308.103
35.156741012184874,136.92609744957986,278,310.081
35.15676336954887,136.92615349624063,278,312.22
35.15676336954887,136.92615349624063,278,314.056
35.15677332570422,136.92616433450704,278,316.09
35.15680095063291,136.92617932594936,278,318.11
35.15681056918604,136.9261856395349,278,320.219
35.156823044502616,136.92619024083768,278,322.012
35.156822047965115,136.92619215406975,278,324.044
35.15682986100629,136.926237745283,278,326.025
35.15682326645161,136.92626786774196,278,328.23
35.15682326645161,136.92626786774196,278,330.059
35.156825767878786,136.92634124242423,278,332.068
35.15680140586592,136.92640768715083,278,334.108
35.15678561945813,136.92647598768474,278,336.233
35.156770093206525,136.92650119293478,278,338.031
35.156767901005026,136.92656561055279,278,340.207
35.15676815745614,136.92657546271928,278,342.11
35.156767011111114,136.92660064316237,278,344.211
35.156767011111114,136.92660064316237,278,346.071
35.15676428844444,136.92661924,278,348.082
35.156763088333335,136.92666416190477,278,350.176
35.1567674764151,136.9267050943396,278,352.047
35.15676767117347,136.92672020663264,278,354.063
